episode,timestep,reward
5723,1176000,-1.0959
5728,1177000,-4.3808
5733,1178000,-5.0558
5737,1179000,-3.8244
5742,1180000,-3.4978
5747,1181000,-4.3724
5752,1182000,-3.9941
5756,1183000,-3.9672
5761,1184000,-3.9549
5766,1185000,-4.1977
5771,1186000,-3.6545
5775,1187000,-3.4561
5780,1188000,-2.6484
5785,1189000,-3.8847
5789,1190000,-3.2299
5794,1191000,-3.3066
5799,1192000,-3.7752
5803,1193000,-1.9816
5807,1194000,-2.5956
5812,1195000,-3.8149
5817,1196000,-3.014
5822,1197000,-3.7585
5827,1198000,-3.3263
5832,1199000,-3.0217
5836,1200000,-2.4991
5841,1201000,-2.3424
5846,1202000,-4.6903
5851,1203000,-3.8378
5855,1204000,-3.5376
5860,1205000,-4.3763
5864,1206000,-3.4452
5869,1207000,-3.2763
5873,1208000,-4.4156
5878,1209000,-3.9343
5883,1210000,-3.7294
5888,1211000,-4.2855
5892,1212000,-4.3929
5897,1213000,-3.7775
5901,1214000,-3.7947
5906,1215000,-2.5739
5911,1216000,-2.9264
5915,1217000,-4.6354
5920,1218000,-2.4348
5924,1219000,-4.6175
5929,1220000,-3.7693
5933,1221000,-3.4129
5938,1222000,-1.9439
5943,1223000,-3.4172
5948,1224000,-4.1574
5953,1225000,-3.7405
5958,1226000,-3.8713
5963,1227000,-3.0439
5967,1228000,-4.6118
5972,1229000,-2.6319
5976,1230000,-2.4433
5981,1231000,-2.3083
5986,1232000,-3.5294
5991,1233000,-4.1623
5996,1234000,-2.884
6000,1235000,-2.3696
6005,1236000,-3.7586
6009,1237000,-1.9376
6014,1238000,-4.1295
6019,1239000,-3.2718
6023,1240000,-3.9596
6028,1241000,-2.578
6032,1242000,-2.7402
6037,1243000,-2.1408
6041,1244000,-3.7053
6046,1245000,-2.7743
6050,1246000,-3.4413
6055,1247000,-3.0802
6060,1248000,-3.9636
6065,1249000,-3.0463
6069,1250000,-3.0223
6074,1251000,-4.0054
6079,1252000,-4.2415
6083,1253000,-1.1516
6088,1254000,-3.4829
6092,1255000,-2.7741
6097,1256000,-4.1013
6101,1257000,-3.9198
6106,1258000,-2.5813
6110,1259000,-4.881
6115,1260000,-3.3066
6119,1261000,-3.7849
6124,1262000,-1.7829
6129,1263000,-3.841
6133,1264000,-5.0822
6138,1265000,-3.4592
6142,1266000,-1.0833
6147,1267000,-2.619
6152,1268000,-3.1036
6156,1269000,-1.784
6160,1270000,-2.9944
6165,1271000,-3.6621
6170,1272000,-3.089
6175,1273000,-3.1802
6179,1274000,-2.3964
6183,1275000,-3.1236
6188,1276000,-3.2256
6192,1277000,-3.2865
6197,1278000,-3.2295
6202,1279000,-3.0274
6206,1280000,-4.168
6211,1281000,-3.6129
6215,1282000,-3.4108
6220,1283000,-3.7025
6225,1284000,-4.1553
6230,1285000,-4.6249
6234,1286000,-3.2642
6239,1287000,-4.4198
6244,1288000,-3.8588
6248,1289000,-3.6987
6253,1290000,-3.3271
6257,1291000,-1.8611
6262,1292000,-2.3805
6266,1293000,-2.0432
6271,1294000,-2.5544
6275,1295000,-2.8994
6280,1296000,-2.8366
6285,1297000,-3.4656
6290,1298000,-2.7724
6294,1299000,-3.498
6299,1300000,-3.3689
6304,1301000,-3.1577
6308,1302000,-2.7625
6313,1303000,-2.5499
6317,1304000,-2.7527
6322,1305000,-3.3025
6327,1306000,-2.9881
6331,1307000,-3.4866
6336,1308000,-3.3244
6341,1309000,-2.7163
6345,1310000,-3.1986
6350,1311000,-3.5347
6355,1312000,-3.1172
6359,1313000,-2.7423
6364,1314000,-2.2555
6369,1315000,-2.3509
6373,1316000,-3.3901
6378,1317000,-2.5824
6382,1318000,-3.1369
6387,1319000,-3.1374
6392,1320000,-2.1224
6396,1321000,-2.0801
6401,1322000,-2.8909
6405,1323000,-2.8162
6410,1324000,-2.6601
6414,1325000,-2.0927
6419,1326000,-3.2813
6423,1327000,-2.4809
6428,1328000,-3.7818
6433,1329000,-3.9432
6438,1330000,-3.5509
6442,1331000,-3.1408
6447,1332000,-4.5419
6452,1333000,-4.0828
6456,1334000,-3.3353
6460,1335000,-2.9227
6465,1336000,-2.676
6469,1337000,-3.2606
6474,1338000,-3.1496
6479,1339000,-2.7076
6483,1340000,-1.6869
6488,1341000,-3.3943
6493,1342000,-3.4956
6498,1343000,-2.7612
6502,1344000,-1.5263
6507,1345000,-3.1626
6512,1346000,-4.1014
6516,1347000,-3.0208
6521,1348000,-3.2263
6526,1349000,-3.2822
6530,1350000,-2.8027
6535,1351000,-3.252
6540,1352000,-0.8435
6545,1353000,-3.0292
6550,1354000,-3.7574
6555,1355000,-3.664
6559,1356000,-2.9906
6564,1357000,-3.1555
6569,1358000,-4.111
6573,1359000,-2.9368
6578,1360000,-3.0567
6583,1361000,-3.4777
6588,1362000,-3.5818
6592,1363000,-1.9205
6597,1364000,-4.1683
6602,1365000,-2.3505
6606,1366000,-3.3789
6611,1367000,-4.2225
6616,1368000,-3.1155
6620,1369000,-3.8969
6625,1370000,-2.6491
6630,1371000,-4.8802
6634,1372000,-3.2289
6639,1373000,-2.8533
6643,1374000,-3.2543
6648,1375000,-3.8025
6653,1376000,-3.8428
6657,1377000,-2.2647
6662,1378000,-2.0369
6666,1379000,-2.3763
6671,1380000,-3.3433
6676,1381000,-4.0091
6681,1382000,-4.5084
6686,1383000,-4.3331
6691,1384000,-3.8012
6695,1385000,-3.4588
6700,1386000,-4.1183
6705,1387000,-2.6806
6709,1388000,-3.3552
6714,1389000,-3.581
6720,1390000,-3.5295
6725,1391000,-3.8248
6729,1392000,-3.4796
6734,1393000,-3.8751
6738,1394000,-2.0018
6743,1395000,-2.4072
6747,1396000,-3.9792
6751,1397000,-2.3102
6756,1398000,-2.7377
6761,1399000,-2.3728
6765,1400000,-1.9177
6770,1401000,-2.8523
6775,1402000,-3.4588
6780,1403000,-3.4916
6784,1404000,-2.4722
6789,1405000,-3.6339
6794,1406000,-3.8527
6798,1407000,-3.9038
6803,1408000,-3.3181
6807,1409000,-3.3034
6812,1410000,-4.2747
6816,1411000,-2.7195
6821,1412000,-2.6706
6825,1413000,-3.2716
6830,1414000,-3.5582
6834,1415000,-1.716
6839,1416000,-3.0569
6843,1417000,-3.0181
6847,1418000,-2.1987
6852,1419000,-3.4607
6857,1420000,-3.8525
6861,1421000,-4.0383
6866,1422000,-3.6586
6870,1423000,-4.5019
6875,1424000,-3.0053
6880,1425000,-3.6356
6885,1426000,-3.8197
6890,1427000,-2.3329
6894,1428000,-4.4978
6899,1429000,-1.6997
6904,1430000,-3.27
6909,1431000,-3.5415
6913,1432000,-2.4681
6919,1433000,-4.2793
6923,1434000,-4.1326
6928,1435000,-3.8503
6933,1436000,-3.8128
6937,1437000,-4.1617
6942,1438000,-2.2723
6946,1439000,-3.1528
6951,1440000,-3.7336
6956,1441000,-2.965
6960,1442000,-3.5999
6965,1443000,-4.3681
6970,1444000,-3.3964
6975,1445000,-4.4161
6979,1446000,-4.0865
6984,1447000,-3.7197
6989,1448000,-3.625
6993,1449000,-2.8804
6999,1450000,-4.6253
7004,1451000,-3.8442
7009,1452000,-3.4089
7014,1453000,-4.0227
7019,1454000,-3.6492
7024,1455000,-3.755
7028,1456000,-2.6194
7034,1457000,-3.6331
7039,1458000,-3.6836
7044,1459000,-2.9864
7048,1460000,-2.1233
7053,1461000,-2.8489
7057,1462000,-3.8942
